symbol,cik,fiscal_year,shares_outstanding,shares_source_url,market_cap,marketcap_source_url
CRWD,0001535527,2025,,https://www.sec.gov/Archives/edgar/data/1535527/000153552725000019/0001535527-25-000019-index.htm,24804555612,https://finance.yahoo.com/quote/CRWD/history (month-end close 2025-01-01) x shares
CRWD,0001535527,2026,,https://www.sec.gov/Archives/edgar/data/1535527/000153552725000025/0001535527-25-000025-index.htm,27693213316,https://finance.yahoo.com/quote/CRWD/history (month-end close 2026-01-01) x shares
CSCO,0000858877,2025,,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/0000858877-25-000111-index.htm,269133655799,https://finance.yahoo.com/quote/CSCO/history (month-end close 2025-07-01) x shares
CSGP,0001057352,2025,,https://www.sec.gov/Archives/edgar/data/1057352/000105735226000020/0001057352-26-000020-index.htm,28226900662,https://finance.yahoo.com/quote/CSGP/history (month-end close 2025-12-01) x shares
CSR,0000798359,2025,,https://www.sec.gov/Archives/edgar/data/798359/000079835926000014/0000798359-26-000014-index.htm,1119183785,https://finance.yahoo.com/quote/CSR/history (month-end close 2025-12-01) x shares
CSX,0000277948,2025,,https://www.sec.gov/Archives/edgar/data/277948/000027794826000006/0000277948-26-000006-index.htm,67408933964,https://finance.yahoo.com/quote/CSX/history (month-end close 2025-12-01) x shares
CTAS,0000723254,2025,,https://www.sec.gov/Archives/edgar/data/723254/000072325425000017/0000723254-25-000017-index.htm,91274500239,https://finance.yahoo.com/quote/CTAS/history (month-end close 2025-05-01) x shares
CTSH,0001058290,2025,,https://www.sec.gov/Archives/edgar/data/1058290/000105829026000008/0001058290-26-000008-index.htm,39694494360,https://finance.yahoo.com/quote/CTSH/history (month-end close 2025-12-01) x shares
CTVA,0001755672,2025,,https://www.sec.gov/Archives/edgar/data/1755672/000175567226000004/0001755672-26-000004-index.htm,45079282899,https://finance.yahoo.com/quote/CTVA/history (month-end close 2025-12-01) x shares
CVS,0000064803,2025,,https://www.sec.gov/Archives/edgar/data/64803/000006480326000010/0000064803-26-000010-index.htm,100962670736,https://finance.yahoo.com/quote/CVS/history (month-end close 2025-12-01) x shares
CVX,0000093410,2025,,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,304116717306,https://finance.yahoo.com/quote/CVX/history (month-end close 2025-12-01) x shares
CZR,0001590895,2025,,https://www.sec.gov/Archives/edgar/data/1590895/000159089526000011/0001590895-26-000011-index.htm,4760356557,https://finance.yahoo.com/quote/CZR/history (month-end close 2025-12-01) x shares
D,0000715957,2025,,https://www.sec.gov/Archives/edgar/data/715957/000119312526063120/0001193125-26-063120-index.htm,51488050254,https://finance.yahoo.com/quote/D/history (month-end close 2025-12-01) x shares
DAL,0000027904,2025,,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/0000027904-26-000013-index.htm,45327272132,https://finance.yahoo.com/quote/DAL/history (month-end close 2025-12-01) x shares
DD,0001666700,2025,,https://www.sec.gov/Archives/edgar/data/1666700/000166670026000013/0001666700-26-000013-index.htm,49316216530,https://finance.yahoo.com/quote/DD/history (month-end close 2025-12-01) x shares
DE,0000315189,2025,,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/0001104659-25-122321-index.htm,125619198391,https://finance.yahoo.com/quote/DE/history (month-end close 2025-11-01) x shares
DEC,0001922446,2025,,https://www.sec.gov/Archives/edgar/data/1922446/000192244626000020/0001922446-26-000020-index.htm,1101504512,https://finance.yahoo.com/quote/DEC/history (month-end close 2025-12-01) x shares
DECK,0000910521,2025,,https://www.sec.gov/Archives/edgar/data/910521/000091052125000017/0000910521-25-000017-index.htm,16708424819,https://finance.yahoo.com/quote/DECK/history (month-end close 2025-03-01) x shares
DECK,0000910521,2026,,https://www.sec.gov/Archives/edgar/data/910521/000162828026037664/0001628280-26-037664-index.htm,13900594478,https://finance.yahoo.com/quote/DECK/history (month-end close 2026-03-01) x shares
DG,0000029534,2026,,https://www.sec.gov/Archives/edgar/data/29534/000110465926069205/0001104659-26-069205-index.htm,31638741164,https://finance.yahoo.com/quote/DG/history (month-end close 2026-01-01) x shares
DG,0000029534,2025,,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/0001104659-26-032325-index.htm,15649281762,https://finance.yahoo.com/quote/DG/history (month-end close 2025-01-01) x shares
DGX,0001022079,2025,,https://www.sec.gov/Archives/edgar/data/1022079/000102207926000015/0001022079-26-000015-index.htm,19065102375,https://finance.yahoo.com/quote/DGX/history (month-end close 2025-12-01) x shares
DHI,0000882184,2025,,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/0000882184-25-000081-index.htm,49495499731,https://finance.yahoo.com/quote/DHI/history (month-end close 2025-09-01) x shares
DHR,0000313616,2025,,https://www.sec.gov/Archives/edgar/data/313616/000031361626000062/0000313616-26-000062-index.htm,161878340081,https://finance.yahoo.com/quote/DHR/history (month-end close 2025-12-01) x shares
DIS,0001744489,2025,,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000155/0001744489-25-000155-index.htm,204415572867,https://finance.yahoo.com/quote/DIS/history (month-end close 2025-09-01) x shares
DLR,0001297996,2025,,https://www.sec.gov/Archives/edgar/data/1297996/000110465926015365/0001104659-26-015365-index.htm,53160747648,https://finance.yahoo.com/quote/DLR/history (month-end close 2025-12-01) x shares
DLTR,0000935703,2026,,https://www.sec.gov/Archives/edgar/data/935703/000093570326000065/0000935703-26-000065-index.htm,22597809099,https://finance.yahoo.com/quote/DLTR/history (month-end close 2026-01-01) x shares
DLTR,0000935703,2025,,https://www.sec.gov/Archives/edgar/data/935703/000093570326000025/0000935703-26-000025-index.htm,14375148211,https://finance.yahoo.com/quote/DLTR/history (month-end close 2025-02-01) x shares
DLX,0000027996,2025,,https://www.sec.gov/Archives/edgar/data/27996/000002799626000037/0000027996-26-000037-index.htm,1006669869,https://finance.yahoo.com/quote/DLX/history (month-end close 2025-12-01) x shares
DOC,0000765880,2025,,https://www.sec.gov/Archives/edgar/data/765880/000162828026005044/0001628280-26-005044-index.htm,11176307419,https://finance.yahoo.com/quote/DOC/history (month-end close 2025-12-01) x shares
DOV,0000029905,2025,,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/0000029905-26-000009-index.htm,26331360801,https://finance.yahoo.com/quote/DOV/history (month-end close 2025-12-01) x shares
DOW,0001751788,2025,,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000018/0001751788-26-000018-index.htm,16775946001,https://finance.yahoo.com/quote/DOW/history (month-end close 2025-12-01) x shares
DPZ,0001286681,2020,,https://www.sec.gov/Archives/edgar/data/1286681/000119312521055734/0001193125-21-055734-index.htm,14386787522,https://finance.yahoo.com/quote/DPZ/history (month-end close 2021-01-01) x shares
DPZ,0001286681,2025,,https://www.sec.gov/Archives/edgar/data/1286681/000119312526062321/0001193125-26-062321-index.htm,14017197094,https://finance.yahoo.com/quote/DPZ/history (month-end close 2025-12-01) x shares
DRI,0000940944,2025,,https://www.sec.gov/Archives/edgar/data/940944/000094094425000038/0000940944-25-000038-index.htm,25069817510,https://finance.yahoo.com/quote/DRI/history (month-end close 2025-05-01) x shares
DTE,0000936340,2025,,https://www.sec.gov/Archives/edgar/data/936340/000093634026000054/0000936340-26-000054-index.htm,26802528593,https://finance.yahoo.com/quote/DTE/history (month-end close 2025-12-01) x shares
DUK,0001326160,2025,,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/0001326160-26-000014-index.htm,91150801492,https://finance.yahoo.com/quote/DUK/history (month-end close 2025-12-01) x shares
DVA,0000927066,2025,,https://www.sec.gov/Archives/edgar/data/927066/000092706626000012/0000927066-26-000012-index.htm,7589148041,https://finance.yahoo.com/quote/DVA/history (month-end close 2025-12-01) x shares
DVN,0001090012,2009,,https://www.sec.gov/Archives/edgar/data/1090012/000095012310017093/0000950123-10-017093-index.htm,32839800000,https://finance.yahoo.com/quote/DVN/history (month-end close 2009-12-01) x shares
DVN,0001090012,2025,,https://www.sec.gov/Archives/edgar/data/1090012/000119312526056485/0001193125-26-056485-index.htm,22710600662,https://finance.yahoo.com/quote/DVN/history (month-end close 2025-12-01) x shares
DXC,0001688568,2026,,https://www.sec.gov/Archives/edgar/data/1688568/000168856826000022/0001688568-26-000022-index.htm,2054941765,https://finance.yahoo.com/quote/DXC/history (month-end close 2026-03-01) x shares
DXC,0001688568,2025,,https://www.sec.gov/Archives/edgar/data/1688568/000168856825000029/0001688568-25-000029-index.htm,3090590345,https://finance.yahoo.com/quote/DXC/history (month-end close 2025-03-01) x shares
DXCM,0001093557,2025,,https://www.sec.gov/Archives/edgar/data/1093557/000109355726000027/0001093557-26-000027-index.htm,25543480621,https://finance.yahoo.com/quote/DXCM/history (month-end close 2025-12-01) x shares
DYN,0001818794,2025,,https://www.sec.gov/Archives/edgar/data/1818794/000095017025066386/0000950170-25-066386-index.htm,2223318205,https://finance.yahoo.com/quote/DYN/history (month-end close 2025-12-01) x shares
EBAY,0001065088,2025,,https://www.sec.gov/Archives/edgar/data/1065088/000106508826000027/0001065088-26-000027-index.htm,39020799316,https://finance.yahoo.com/quote/EBAY/history (month-end close 2025-12-01) x shares
ECL,0000031462,2025,,https://www.sec.gov/Archives/edgar/data/31462/000110465926018357/0001104659-26-018357-index.htm,74022616391,https://finance.yahoo.com/quote/ECL/history (month-end close 2025-12-01) x shares
ED,0001047862,2025,,https://www.sec.gov/Archives/edgar/data/1047862/000104786226000031/0001047862-26-000031-index.htm,35879095432,https://finance.yahoo.com/quote/ED/history (month-end close 2025-12-01) x shares
EFX,0000033185,2025,,https://www.sec.gov/Archives/edgar/data/33185/000003318526000010/0000033185-26-000010-index.htm,26096183652,https://finance.yahoo.com/quote/EFX/history (month-end close 2025-12-01) x shares
EG,0001095073,2025,,https://www.sec.gov/Archives/edgar/data/1095073/000109507326000006/0001095073-26-000006-index.htm,13706397988,https://finance.yahoo.com/quote/EG/history (month-end close 2025-12-01) x shares
EHC,0000785161,2025,,https://www.sec.gov/Archives/edgar/data/785161/000078516126000081/0000785161-26-000081-index.htm,10552031374,https://finance.yahoo.com/quote/EHC/history (month-end close 2025-12-01) x shares
EIX,0000827052,2025,,https://www.sec.gov/Archives/edgar/data/827052/000082705226000012/0000827052-26-000012-index.htm,23095151615,https://finance.yahoo.com/quote/EIX/history (month-end close 2025-12-01) x shares
ELV,0001156039,2025,,https://www.sec.gov/Archives/edgar/data/1156039/000115603926000013/0001156039-26-000013-index.htm,77368018323,https://finance.yahoo.com/quote/ELV/history (month-end close 2025-12-01) x shares
EME,0000105634,2025,,https://www.sec.gov/Archives/edgar/data/105634/000010563426000025/0000105634-26-000025-index.htm,27244577575,https://finance.yahoo.com/quote/EME/history (month-end close 2025-12-01) x shares
EMN,0000915389,2025,,https://www.sec.gov/Archives/edgar/data/915389/000091538926000013/0000915389-26-000013-index.htm,7282831762,https://finance.yahoo.com/quote/EMN/history (month-end close 2025-12-01) x shares
EMR,0000032604,2025,,https://www.sec.gov/Archives/edgar/data/32604/000003260425000087/0000032604-25-000087-index.htm,73696919885,https://finance.yahoo.com/quote/EMR/history (month-end close 2025-09-01) x shares
ENPH,0001463101,2025,,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/0001463101-26-000013-index.htm,4201717049,https://finance.yahoo.com/quote/ENPH/history (month-end close 2025-12-01) x shares
ENS,0001289308,2026,,https://www.sec.gov/Archives/edgar/data/1289308/000162828026036900/0001628280-26-036900-index.htm,6343867570,https://finance.yahoo.com/quote/ENS/history (month-end close 2026-03-01) x shares
ENS,0001289308,2025,,https://www.sec.gov/Archives/edgar/data/1289308/000128930825000017/0001289308-25-000017-index.htm,3589589441,https://finance.yahoo.com/quote/ENS/history (month-end close 2025-03-01) x shares
EOG,0000821189,2025,,https://www.sec.gov/Archives/edgar/data/821189/000082118926000054/0000821189-26-000054-index.htm,56336972826,https://finance.yahoo.com/quote/EOG/history (month-end close 2025-12-01) x shares
EP,0001066107,2009,,https://www.sec.gov/Archives/edgar/data/1066107/000095012310019484/0000950123-10-019484-index.htm,3164350466,https://finance.yahoo.com/quote/EP/history (month-end close 2009-12-01) x shares
EP,0000887396,2012,,https://www.sec.gov/Archives/edgar/data/887396/000088739612000009/0000887396-12-000009-index.htm,73927501,https://finance.yahoo.com/quote/EP/history (month-end close 2012-12-01) x shares
EP,0000887396,2025,,https://www.sec.gov/Archives/edgar/data/887396/000110465926027675/0001104659-26-027675-index.htm,107703575,https://finance.yahoo.com/quote/EP/history (month-end close 2025-12-01) x shares
EPAM,0001352010,2025,,https://www.sec.gov/Archives/edgar/data/1352010/000135201026000015/0001352010-26-000015-index.htm,11092197113,https://finance.yahoo.com/quote/EPAM/history (month-end close 2025-12-01) x shares
EQ,0001746466,2025,,https://www.sec.gov/Archives/edgar/data/1746466/000119312526124143/0001193125-26-124143-index.htm,98001159,https://finance.yahoo.com/quote/EQ/history (month-end close 2025-12-01) x shares
EQIX,0001101239,2025,,https://www.sec.gov/Archives/edgar/data/1101239/000110123926000032/0001101239-26-000032-index.htm,75278992998,https://finance.yahoo.com/quote/EQIX/history (month-end close 2025-12-01) x shares
EQR,0000906107,2025,,https://www.sec.gov/Archives/edgar/data/906107/000119312526051433/0001193125-26-051433-index.htm,23800570034,https://finance.yahoo.com/quote/EQR/history (month-end close 2025-12-01) x shares
EQT,0000033213,2025,,https://www.sec.gov/Archives/edgar/data/33213/000003321326000018/0000033213-26-000018-index.htm,33461085447,https://finance.yahoo.com/quote/EQT/history (month-end close 2025-12-01) x shares
ES,0000072741,2025,,https://www.sec.gov/Archives/edgar/data/72741/000162828026008461/0001628280-26-008461-index.htm,25282187506,https://finance.yahoo.com/quote/ES/history (month-end close 2025-12-01) x shares
ESS,0000920522,2025,,https://www.sec.gov/Archives/edgar/data/920522/000092052226000003/0000920522-26-000003-index.htm,16871949938,https://finance.yahoo.com/quote/ESS/history (month-end close 2025-12-01) x shares
ETN,0001551182,2025,,https://www.sec.gov/Archives/edgar/data/1551182/000155118226000007/0001551182-26-000007-index.htm,123550032788,https://finance.yahoo.com/quote/ETN/history (month-end close 2025-12-01) x shares
ETR,0000065984,2025,,https://www.sec.gov/Archives/edgar/data/65984/000006598426000174/0000065984-26-000174-index.htm,41869850772,https://finance.yahoo.com/quote/ETR/history (month-end close 2025-12-01) x shares
ETS,0002053641,2025,,https://www.sec.gov/Archives/edgar/data/2053641/000110465925098929/0001104659-25-098929-index.htm,9378053,https://finance.yahoo.com/quote/ETS/history (month-end close 2025-11-01) x shares
ETSY,0001370637,2025,,https://www.sec.gov/Archives/edgar/data/1370637/000137063726000019/0001370637-26-000019-index.htm,5335943527,https://finance.yahoo.com/quote/ETSY/history (month-end close 2025-12-01) x shares
EVRG,0001711269,2025,,https://www.sec.gov/Archives/edgar/data/1711269/000171126926000017/0001711269-26-000017-index.htm,16693111677,https://finance.yahoo.com/quote/EVRG/history (month-end close 2025-12-01) x shares
EW,0001099800,2025,,https://www.sec.gov/Archives/edgar/data/1099800/000109980026000009/0001099800-26-000009-index.htm,49513200000,https://finance.yahoo.com/quote/EW/history (month-end close 2025-12-01) x shares
EXC,0001109357,2025,,https://www.sec.gov/Archives/edgar/data/1109357/000110935726000018/0001109357-26-000018-index.htm,44587887936,https://finance.yahoo.com/quote/EXC/history (month-end close 2025-12-01) x shares
EXE,0000895126,2025,,https://www.sec.gov/Archives/edgar/data/895126/000089512626000011/0000895126-26-000011-index.htm,26530352120,https://finance.yahoo.com/quote/EXE/history (month-end close 2025-12-01) x shares
EXPD,0000746515,2025,,https://www.sec.gov/Archives/edgar/data/746515/000119312526071569/0001193125-26-071569-index.htm,19893382325,https://finance.yahoo.com/quote/EXPD/history (month-end close 2025-12-01) x shares
EXR,0001289490,2025,,https://www.sec.gov/Archives/edgar/data/1289490/000128949026000011/0001289490-26-000011-index.htm,27494347906,https://finance.yahoo.com/quote/EXR/history (month-end close 2025-12-01) x shares
FANG,0001539838,2025,,https://www.sec.gov/Archives/edgar/data/1539838/000153983826000010/0001539838-26-000010-index.htm,42404934933,https://finance.yahoo.com/quote/FANG/history (month-end close 2025-12-01) x shares
FAST,0000815556,2025,,https://www.sec.gov/Archives/edgar/data/815556/000081555626000009/0000815556-26-000009-index.htm,46076432924,https://finance.yahoo.com/quote/FAST/history (month-end close 2025-12-01) x shares
FCN,0000887936,2025,,https://www.sec.gov/Archives/edgar/data/887936/000088793626000013/0000887936-26-000013-index.htm,5224305521,https://finance.yahoo.com/quote/FCN/history (month-end close 2025-12-01) x shares
FCPT,0001650132,2025,,https://www.sec.gov/Archives/edgar/data/1650132/000119312526048898/0001193125-26-048898-index.htm,2530720610,https://finance.yahoo.com/quote/FCPT/history (month-end close 2025-12-01) x shares
FCX,0000831259,2025,,https://www.sec.gov/Archives/edgar/data/831259/000083125926000012/0000831259-26-000012-index.htm,72995470885,https://finance.yahoo.com/quote/FCX/history (month-end close 2025-12-01) x shares
FDS,0001013237,2025,,https://www.sec.gov/Archives/edgar/data/1013237/000162828025045769/0001628280-25-045769-index.htm,13983195897,https://finance.yahoo.com/quote/FDS/history (month-end close 2025-08-01) x shares
FDX,0001048911,2025,,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/0001048911-25-000011-index.htm,41458172215,https://finance.yahoo.com/quote/FDX/history (month-end close 2025-05-01) x shares
FE,0001031296,2025,,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm,25874055257,https://finance.yahoo.com/quote/FE/history (month-end close 2025-12-01) x shares
FFIV,0001048695,2025,,https://www.sec.gov/Archives/edgar/data/1048695/000104869525000157/0001048695-25-000157-index.htm,18773982490,https://finance.yahoo.com/quote/FFIV/history (month-end close 2025-09-01) x shares
FG,0001934850,2025,,https://www.sec.gov/Archives/edgar/data/1934850/000193485026000026/0001934850-26-000026-index.htm,4183572192,https://finance.yahoo.com/quote/FG/history (month-end close 2025-12-01) x shares
FHN,0000036966,2025,,https://www.sec.gov/Archives/edgar/data/36966/000003696626000051/0000036966-26-000051-index.htm,11548208431,https://finance.yahoo.com/quote/FHN/history (month-end close 2025-12-01) x shares
FICO,0000814547,2025,,https://www.sec.gov/Archives/edgar/data/814547/000081454725000030/0000814547-25-000030-index.htm,35481300802,https://finance.yahoo.com/quote/FICO/history (month-end close 2025-09-01) x shares
FIS,0001136893,2025,,https://www.sec.gov/Archives/edgar/data/1136893/000113689326000013/0001136893-26-000013-index.htm,34187268634,https://finance.yahoo.com/quote/FIS/history (month-end close 2025-12-01) x shares
FISV,0000798354,2025,,https://www.sec.gov/Archives/edgar/data/798354/000079835426000009/0000798354-26-000009-index.htm,35921004502,https://finance.yahoo.com/quote/FISV/history (month-end close 2025-12-01) x shares
FITB,0000035527,2025,,https://www.sec.gov/Archives/edgar/data/35527/000003552726000124/0000035527-26-000124-index.htm,42214149658,https://finance.yahoo.com/quote/FITB/history (month-end close 2025-12-01) x shares
FIX,0001035983,2025,,https://www.sec.gov/Archives/edgar/data/1035983/000110465926017530/0001104659-26-017530-index.htm,32828444179,https://finance.yahoo.com/quote/FIX/history (month-end close 2025-12-01) x shares
FLR,0001124198,2025,,https://www.sec.gov/Archives/edgar/data/1124198/000112419826000007/0001124198-26-000007-index.htm,5808358148,https://finance.yahoo.com/quote/FLR/history (month-end close 2025-12-01) x shares
FLS,0000030625,2025,,https://www.sec.gov/Archives/edgar/data/30625/000003062526000003/0000030625-26-000003-index.htm,8829321276,https://finance.yahoo.com/quote/FLS/history (month-end close 2025-12-01) x shares
FMC,0000037785,2025,,https://www.sec.gov/Archives/edgar/data/37785/000003778526000041/0000037785-26-000041-index.htm,1732835342,https://finance.yahoo.com/quote/FMC/history (month-end close 2025-12-01) x shares
FMCC,0001026214,2025,,https://www.sec.gov/Archives/edgar/data/1026214/000102621426000021/0001026214-26-000021-index.htm,6591604091,https://finance.yahoo.com/quote/FMCC/history (month-end close 2025-12-01) x shares
FNMA,0000310522,2025,,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/0000310522-26-000015-index.htm,12426279064,https://finance.yahoo.com/quote/FNMA/history (month-end close 2025-12-01) x shares
FOSL,0000883569,2014,,https://www.sec.gov/Archives/edgar/data/883569/000104746915000992/0001047469-15-000992-index.htm,4927086501,https://finance.yahoo.com/quote/FOSL/history (month-end close 2015-01-01) x shares
FOSL,0000883569,2026,,https://www.sec.gov/Archives/edgar/data/883569/000119312526197497/0001193125-26-197497-index.htm,204995821,https://finance.yahoo.com/quote/FOSL/history (month-end close 2026-01-01) x shares
FRT,0000034903,2025,,https://www.sec.gov/Archives/edgar/data/34903/000003490325000037/0000034903-25-000037-index.htm,8695082855,https://finance.yahoo.com/quote/FRT/history (month-end close 2025-12-01) x shares
FSLR,0001274494,2025,,https://www.sec.gov/Archives/edgar/data/1274494/000127449426000021/0001274494-26-000021-index.htm,28032852142,https://finance.yahoo.com/quote/FSLR/history (month-end close 2025-12-01) x shares
FTI,0001681459,2025,,https://www.sec.gov/Archives/edgar/data/1681459/000168145926000010/0001681459-26-000010-index.htm,17826002630,https://finance.yahoo.com/quote/FTI/history (month-end close 2025-12-01) x shares
FTNT,0001262039,2025,,https://www.sec.gov/Archives/edgar/data/1262039/000126203926000007/0001262039-26-000007-index.htm,58757334436,https://finance.yahoo.com/quote/FTNT/history (month-end close 2025-12-01) x shares
FTV,0001659166,2025,,https://www.sec.gov/Archives/edgar/data/1659166/000165916626000007/0001659166-26-000007-index.htm,16996905598,https://finance.yahoo.com/quote/FTV/history (month-end close 2025-12-01) x shares
FTV,0001659166,2016,,https://www.sec.gov/Archives/edgar/data/1659166/000165916617000091/0001659166-17-000091-index.htm,11701814468,https://finance.yahoo.com/quote/FTV/history (month-end close 2016-12-01) x shares
G,0001398659,2025,,https://www.sec.gov/Archives/edgar/data/1398659/000139865926000004/0001398659-26-000004-index.htm,7946228123,https://finance.yahoo.com/quote/G/history (month-end close 2025-12-01) x shares
GD,0000040533,2025,,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/0000040533-26-000006-index.htm,91029417255,https://finance.yahoo.com/quote/GD/history (month-end close 2025-12-01) x shares
GDDY,0001609711,2025,,https://www.sec.gov/Archives/edgar/data/1609711/000160971126000010/0001609711-26-000010-index.htm,16546579082,https://finance.yahoo.com/quote/GDDY/history (month-end close 2025-12-01) x shares
GE,0000040545,2025,,https://www.sec.gov/Archives/edgar/data/40545/000004054526000008/0000040545-26-000008-index.htm,323066055624,https://finance.yahoo.com/quote/GE/history (month-end close 2025-12-01) x shares
GEHC,0001932393,2025,,https://www.sec.gov/Archives/edgar/data/1932393/000193239326000007/0001932393-26-000007-index.htm,37380594359,https://finance.yahoo.com/quote/GEHC/history (month-end close 2025-12-01) x shares
GEN,0000849399,2025,,https://www.sec.gov/Archives/edgar/data/849399/000084939925000033/0000849399-25-000033-index.htm,16460896992,https://finance.yahoo.com/quote/GEN/history (month-end close 2025-03-01) x shares
GEN,0000849399,2026,,https://www.sec.gov/Archives/edgar/data/849399/000084939926000017/0000849399-26-000017-index.htm,11620949595,https://finance.yahoo.com/quote/GEN/history (month-end close 2026-04-01) x shares
GENZ,0000732485,2010,,https://www.sec.gov/Archives/edgar/data/732485/000095012311020797/0000950123-11-020797-index.htm,8224813556,https://finance.yahoo.com/quote/GENZ/history (month-end close 2010-12-01) x shares
GENZ,0000732485,2009,,https://www.sec.gov/Archives/edgar/data/732485/000104746910001574/0001047469-10-001574-index.htm,6240045930,https://finance.yahoo.com/quote/GENZ/history (month-end close 2009-12-01) x shares
GEV,0001996810,2025,,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/0001996810-26-000015-index.htm,176156373761,https://finance.yahoo.com/quote/GEV/history (month-end close 2025-12-01) x shares
GILD,0000882095,2025,,https://www.sec.gov/Archives/edgar/data/882095/000088209526000006/0000882095-26-000006-index.htm,152371952955,https://finance.yahoo.com/quote/GILD/history (month-end close 2025-12-01) x shares
GIS,0000040704,2025,,https://www.sec.gov/Archives/edgar/data/40704/000119312525147079/0001193125-25-147079-index.htm,29432114697,https://finance.yahoo.com/quote/GIS/history (month-end close 2025-05-01) x shares
GIS,0000040704,2026,,https://www.sec.gov/Archives/edgar/data/40704/000162828026046466/0001628280-26-046466-index.htm,18044681602,https://finance.yahoo.com/quote/GIS/history (month-end close 2026-05-01) x shares
GL,0000320335,2025,,https://www.sec.gov/Archives/edgar/data/320335/000032033526000090/0000320335-26-000090-index.htm,10998189050,https://finance.yahoo.com/quote/GL/history (month-end close 2025-12-01) x shares
GLD,0001222333,2025,,https://www.sec.gov/Archives/edgar/data/1222333/000143774925036305/0001437749-25-036305-index.htm,129284439444,https://finance.yahoo.com/quote/GLD/history (month-end close 2025-09-01) x shares
GLW,0000024741,2025,,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/0000024741-26-000124-index.htm,75121934329,https://finance.yahoo.com/quote/GLW/history (month-end close 2025-12-01) x shares
GM,0001467858,2025,,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/0001467858-26-000013-index.htm,73510665530,https://finance.yahoo.com/quote/GM/history (month-end close 2025-12-01) x shares
GME,0001326380,2025,,https://www.sec.gov/Archives/edgar/data/1326380/000132638026000013/0001326380-26-000013-index.htm,11227314342,https://finance.yahoo.com/quote/GME/history (month-end close 2025-02-01) x shares
GME,0001326380,2026,,https://www.sec.gov/Archives/edgar/data/1326380/000132638026000025/0001326380-26-000025-index.htm,10714746841,https://finance.yahoo.com/quote/GME/history (month-end close 2026-01-01) x shares
GNRC,0001474735,2025,,https://www.sec.gov/Archives/edgar/data/1474735/000143774926004568/0001437749-26-004568-index.htm,8001622241,https://finance.yahoo.com/quote/GNRC/history (month-end close 2025-12-01) x shares
GNW,0001276520,2025,,https://www.sec.gov/Archives/edgar/data/1276520/000162828026012828/0001628280-26-012828-index.htm,3500127651,https://finance.yahoo.com/quote/GNW/history (month-end close 2025-12-01) x shares
GPC,0000040987,2025,,https://www.sec.gov/Archives/edgar/data/40987/000004098726000003/0000040987-26-000003-index.htm,16922014274,https://finance.yahoo.com/quote/GPC/history (month-end close 2025-12-01) x shares
GPN,0001123360,2025,,https://www.sec.gov/Archives/edgar/data/1123360/000112336026000008/0001123360-26-000008-index.htm,21664363137,https://finance.yahoo.com/quote/GPN/history (month-end close 2025-12-01) x shares
GR,0000042542,2009,,https://www.sec.gov/Archives/edgar/data/42542/000095012310013244/0000950123-10-013244-index.htm,212781077,https://finance.yahoo.com/quote/GR/history (month-end close 2009-12-01) x shares
GR,0000042542,2010,,https://www.sec.gov/Archives/edgar/data/42542/000095012311014160/0000950123-11-014160-index.htm,565226721,https://finance.yahoo.com/quote/GR/history (month-end close 2010-12-01) x shares
GR,0000042542,2011,,https://www.sec.gov/Archives/edgar/data/42542/000119312512074985/0001193125-12-074985-index.htm,188702110,https://finance.yahoo.com/quote/GR/history (month-end close 2011-12-01) x shares
GRMN,0001121788,2025,,https://www.sec.gov/Archives/edgar/data/1121788/000119312526056028/0001193125-26-056028-index.htm,39044737540,https://finance.yahoo.com/quote/GRMN/history (month-end close 2025-12-01) x shares
GS,0000886982,2025,,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/0000886982-26-000091-index.htm,260845818438,https://finance.yahoo.com/quote/GS/history (month-end close 2025-12-01) x shares
GT,0000042582,2025,,https://www.sec.gov/Archives/edgar/data/42582/000162828026006708/0001628280-26-006708-index.htm,2507524180,https://finance.yahoo.com/quote/GT/history (month-end close 2025-12-01) x shares
GTE,0001273441,2025,,https://www.sec.gov/Archives/edgar/data/1273441/000127344126000010/0001273441-26-000010-index.htm,149666794,https://finance.yahoo.com/quote/GTE/history (month-end close 2025-12-01) x shares
