symbol,cik,fiscal_year,value,source_url
PYPL,0001633917,2019,1173000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/0001633917-20-000028-index.htm
QCOM,0000804328,2019,1145000000,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/0001728949-19-000072-index.htm
WIN,0001282266,2009,456909066,https://www.sec.gov/Archives/edgar/data/1282266/000119312510038834/0001193125-10-038834-index.htm
QRVO,0001604778,2019,119063000,https://www.sec.gov/Archives/edgar/data/1604778/000160477819000031/0001604778-19-000031-index.htm
RCL,0000884887,2019,209186598,https://www.sec.gov/Archives/edgar/data/884887/000088488720000009/0000884887-20-000009-index.htm
REG,0000910606,2019,167506148,https://www.sec.gov/Archives/edgar/data/910606/000156459020004859/0001564590-20-004859-index.htm
REGN,0000872589,2019,109200000,
RF,0001281761,2019,1017718703,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/0001281761-20-000010-index.htm
RHI,0000315213,2019,115120404,https://www.sec.gov/Archives/edgar/data/315213/000031521320000029/0000315213-20-000029-index.htm
RL,0001037038,2019,80600000,
ROL,0000084839,2019,491146269,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/0001171200-20-000103-index.htm
ROP,0000882835,2019,104100000,https://www.sec.gov/Archives/edgar/data/882835/000088283520000006/0000882835-20-000006-index.htm
ROST,0000745732,2019,368242000,https://www.sec.gov/Archives/edgar/data/745732/000074573220000016/0000745732-20-000016-index.htm
RSG,0001060391,2019,321615522,https://www.sec.gov/Archives/edgar/data/1060391/000106039120000016/0001060391-20-000016-index.htm
