symbol,cik,fiscal_year,value,source_url
FHN,0000036966,2020,4985641808,
FHN,0000036966,2021,7715459326,
SYY,0000096021,2022,41673125643,
KG,0002055116,2024,4647493,
ABX,0001814287,2020,11792371544,
ABX,0001814287,2021,11467065040,
CCB,0001437958,2021,359435130,
CCB,0001437958,2022,625417705,
CCB,0001437958,2023,590845695,
CCB,0001437958,2024,1268156153,
MRSH,0000062709,2010,14790940000,
MRSH,0000062709,2012,18786150000,
MRSH,0000062709,2014,30909600000,
USB,0000036104,2021,84255000000,
USBC,0001074828,2013,14873731,
USBC,0001074828,2014,89692,
USBC,0001074828,2015,6473550,
USBC,0001074828,2016,1743552,
USBC,0001074828,2021,124425579,
USBC,0001074828,2023,20089616,
USBC,0001074828,2024,783709,
SYY,0000096021,2015,22916240474,
SYY,0000096021,2016,28983502388,
KEY,0000091576,2009,3869210250,
AMG,0001004434,2009,3084293250,
SYY,0000096021,2017,27228141490,
SYY,0000096021,2018,35594191452,
SYY,0000096021,2019,35917254451,
KEY,0000091576,2010,6243564707,
KEY,0000091576,2011,8109118735,
KEY,0000091576,2012,7523599178,
KEY,0000091576,2013,8536454129,
TFC,0000092230,2009,17498957500,
TFC,0000092230,2010,18255276490,
TFC,0000092230,2011,17547089310,
TFC,0000092230,2012,20369082080,
TFC,0000092230,2013,26371058400,
TFC,0000092230,2014,28027945220,
MRSH,0000062709,2013,26452920000,
FNMA,0000310522,2012,301100272,
FNMA,0000310522,2013,3485822778,
FNMA,0000310522,2014,2385650465,
FNMA,0000310522,2015,1899255710,
FNMA,0000310522,2016,4516522725,
FNMA,0000310522,2017,3068932053,
FNMA,0000310522,2018,1227572821,
FNMA,0000310522,2019,3613233209,
FNMA,0000310522,2020,2767829285,
FNMA,0000310522,2021,949631805,
FNMA,0000310522,2022,405330648,
FNMA,0000310522,2023,1239153697,
ALL,0000899051,2009,16131480000,
POOL,0000945841,2016,4287301385,
TKR,0000098362,2018,2827650377,
KEY,0000091576,2016,8815645252,
TXN,0000097476,2009,32835600000,
FNMA,0000310522,2009,1313762500,
UNP,0000100885,2020,139788780179,
UNP,0000100885,2021,160943378396,
UNP,0000100885,2024,137791176930,
C,0000831001,2015,142439318958,
C,0000831001,2016,125530956115,
C,0000831001,2017,154688702396,
CVX,0000093410,2019,222212339782,
CVX,0000093410,2020,206331065949,
CVX,0000093410,2021,178228378205,
CVX,0000093410,2022,264945157190,
CVX,0000093410,2023,327890735347,
CVX,0000093410,2024,280521933926,
SWK,0000093556,2010,4145453922,
SWK,0000093556,2011,11427574564,
SWK,0000093556,2016,17497079677,
SWK,0000093556,2017,26138713480,
SWK,0000093556,2018,17979270134,
SWK,0000093556,2019,25466713253,
SWK,0000093556,2021,28703923903,
SWK,0000093556,2022,11492122774,
SWK,0000093556,2023,15070130633,
SWK,0000093556,2024,12439370941,
MS,0000895421,2015,61075200000,
MS,0000895421,2016,78247000000,
MS,0000895421,2017,93816360000,
MS,0000895421,2018,67405000000,
MS,0000895421,2019,81485280000,
MS,0000895421,2020,124039300000,
MS,0000895421,2021,173939520000,
MS,0000895421,2022,142408500000,
MS,0000895421,2023,151717750000,
MS,0000895421,2024,201988503918,
SYY,0000096021,2012,17979441748,
HAS,0000046080,2013,4984979335,
SYY,0000096021,2009,13676031719,
SYY,0000096021,2010,17004168157,
SYY,0000096021,2011,16524405854,
SYY,0000096021,2013,19433115778,
SYY,0000096021,2014,22150414160,
AXP,0000004962,2016,66968320000,
AXP,0000004962,2017,85307290000,
AXP,0000004962,2018,80736040000,
CB,0000896159,2018,59319892370,
AXP,0000004962,2019,100836900000,
AXP,0000004962,2020,97332550000,
AXP,0000004962,2021,124499600000,
AXP,0000004962,2022,109778250000,
AXP,0000004962,2023,135446820000,
AXP,0000004962,2024,208346580000,
AAL,0000006201,2009,1422960000,
AAL,0000006201,2010,3333330000,
AAL,0000006201,2011,3294342058,
AAL,0000006201,2012,3097909187,
AIG,0000005272,2012,52114164305,
AIG,0000005272,2013,74740432639,
AIG,0000005272,2014,77065669646,
AIG,0000005272,2015,73987012755,
AIG,0000005272,2016,65005383776,
AIG,0000005272,2017,53565080664,
AAL,0000006201,2013,13301839430,
AAL,0000006201,2014,37405559312,
AIG,0000005272,2018,34153077597,
AIG,0000005272,2019,44657100000,
FMCC,0001026214,2010,194753937,
FMCC,0001026214,2011,136442313,
FMCC,0001026214,2012,169008742,
FMCC,0001026214,2013,1885114646,
FMCC,0001026214,2014,1339090432,
FMCC,0001026214,2015,1053074458,
FMCC,0001026214,2016,2431175137,
FMCC,0001026214,2017,1638137922,
FMCC,0001026214,2018,689062302,
FMCC,0001026214,2019,1950177099,
FMCC,0001026214,2020,1514638150,
FMCC,0001026214,2021,539549429,
FMCC,0001026214,2022,227520844,
FMCC,0001026214,2009,4783138920,
FMCC,0001026214,2023,552550620,
SLM,0001032033,2009,5308200238,
SLM,0001032033,2010,6633608194,
SLM,0001032033,2011,6820550016,
SLM,0001032033,2012,7759851767,
SLM,0001032033,2013,11274092201,
WRB,0000011544,2022,28797165716,
FMCC,0001026214,2024,2125694738,
SLM,0001032033,2014,4310370000,
SLM,0001032033,2015,2777520000,
SLM,0001032033,2016,4727580000,
SLM,0001032033,2017,4881600000,
SLM,0001032033,2018,3623160000,
SLM,0001032033,2019,3751110000,
SLM,0001032033,2020,4614957908,
SLM,0001032033,2021,5047759670,
SLM,0001032033,2022,5124066685,
WRB,0000011544,2024,22241466416,
JPM,0000019617,2019,429909600000,
JPM,0000019617,2020,387487258000,
JPM,0000019617,2021,466198235000,
JPM,0000019617,2022,393476220000,
JPM,0000019617,2023,489309660000,
CPWR,0000827099,2017,39245519,
JPM,0000019617,2024,670612696000,
CINF,0000020286,2009,4266493876,
TROW,0001113169,2011,14423840400,
TROW,0001113169,2013,21953855210,
TROW,0001113169,2014,22418904600,
TROW,0001113169,2015,17906028810,
COF,0000927628,2018,35354751161,
CPWR,0000827099,2018,8504427,
CPWR,0000827099,2022,1751519,
CPWR,0000827099,2023,1843705,
CPWR,0000827099,2024,19001,
EP,0000887396,2014,763061,
EP,0000887396,2015,783955,
EP,0000887396,2016,1376276,
EP,0000887396,2017,1391023,
USB,0000036104,2019,88935000000,
USB,0000036104,2020,69885000000,
USB,0000036104,2016,87329000000,
USB,0000036104,2017,91086000000,
BNY,0001390777,2016,49629995701,
CCB,0001437958,2018,181133482,
ABT,0000001800,2010,82196901970,
ABT,0000001800,2011,69888897529,
ABT,0000001800,2012,85143222228,
ABT,0000001800,2013,53214537743,
ABT,0000001800,2014,56568957198,
ABT,0000001800,2015,67541847581,
ABT,0000001800,2016,55762204439,
CCB,0001437958,2019,189372196,
CCB,0001437958,2020,185367538,
SYF,0001601712,2014,16215000000,
STI,0001881551,2024,1835867,
SEDG,0001419612,2019,4649716716,
EP,0000887396,2018,3122210,
USB,0000036104,2022,65415000000,
USB,0000036104,2023,69248000000,
USB,0000036104,2024,76528000000,
SEDG,0001419612,2020,16454125896,
EP,0000887396,2019,3462437,
EP,0000887396,2020,2426997,
EP,0000887396,2021,59879076,
TFC,0000092230,2021,77743743900,
TFC,0000092230,2022,57093451870,
TFC,0000092230,2023,49241791560,
FNMA,0000310522,2010,335551258,
FNMA,0000310522,2011,231553480,
FNMA,0000310522,2024,3798527220,
IRM,0001020569,2010,5003601730,
A,0001090872,2009,10088202862,
AES,0000874761,2009,8886819642,
AIV,0000922864,2009,1854388599,
AMD,0000002488,2009,6649610000,
AMP,0000820027,2009,9402204000,
AMT,0001053507,2009,17353005679,
AMZN,0001018724,2009,59726880000,
AON,0000315293,2009,11298976000,
APH,0000820313,2009,7998834475,
AZO,0000866787,2009,7541408450,
BBT,0001108134,2009,272748520,
BBY,0000764478,2009,11922372880,
BEN,0000038777,2009,23070006175,
BIIB,0000875045,2009,14704742,
CCL,0000815097,2009,25207610000,
CF,0001324404,2009,4409183238,
CHRW,0001043277,2009,9813665540,
CIEN,0000936395,2009,1079609963,
CMS,0000811156,2009,3568914000,
CNX,0001070412,2009,9018096097,
COF,0000927628,2009,16409520000,
CRM,0001108524,2009,3269040150,
DGX,0001022079,2009,10803027902,
DHI,0000882184,2009,3622456909,
DHR,0000313616,2009,48539400742,
DVA,0000927066,2009,6053902881,
EA,0000712515,2009,5875370000,
EBAY,0001065088,2009,30537214623,
EL,0001001250,2009,6413121000,
EOG,0000821189,2009,24569125700,
EQR,0000906107,2009,9457016641,
EQT,0000033213,2009,5745603215,
EXPD,0000746515,2009,7372126426,
FHN,0000036966,2009,3141375400,
FIS,0001136893,2009,5541216000,
FITB,0000035527,2009,7751914599,
FLR,0001124198,2009,8054260750,
FLS,0000030625,2009,5278555200,
FMC,0000037785,2009,4043652923,
FSLR,0001274494,2009,11400857026,
GILD,0000882095,2009,38932312310,
GNW,0001276520,2009,5550150000,
GS,0000886982,2009,86971829188,
HRB,0000012659,2009,5038395180,
HRL,0000048465,2009,9747564740,
HST,0001070750,2009,7542321000,
EME,0000105634,2016,4241848588,
EME,0000105634,2017,4806771489,
EME,0000105634,2018,3341670813,
EME,0000105634,2019,4851771415,
INTU,0000896878,2009,9586150200,
IRM,0001020569,2009,4632719752,
ISRG,0001035267,2009,11682039600,
IVZ,0000914208,2009,10133586000,
JEF,0000096223,2009,5787821641,
KIM,0000879101,2009,5486855618,
KSS,0000885639,2009,11233260000,
MA,0001141391,2009,33277400000,
MCHP,0000827054,2009,3881118020,
MCK,0000927653,2009,9636000000,
ADCT,0001771910,2024,196734190,
FHN,0000036966,2013,2753710500,
MDLZ,0001103982,2009,40172040000,
MET,0001099219,2009,28945739482,
FHN,0000036966,2014,3180707600,
FHN,0000036966,2015,3464283240,
MTB,0000036270,2009,7669607400,
NBR,0001163739,2009,6202006140,
NDAQ,0001120193,2009,4189681035,
NI,0001111711,2009,4254677271,
NTRS,0000073124,2009,12664028961,
NVDA,0001045810,2009,4152609427,
NWL,0000814453,2009,4214808000,
NYT,0000071691,2009,1753326080,
OMC,0000029989,2009,12073860000,
ORLY,0000898173,2009,5240213828,
PAYX,0000723531,2009,9869083840,
PFG,0001126328,2009,7668760000,
PLD,0001045609,2009,4598131300,
PM,0001413329,2009,90942457400,
PSA,0001393311,2009,13716631152,
PWR,0001050915,2009,4363443939,
QCOM,0000804328,2009,74604300000,
R,0000085961,2009,2199289914,
RF,0001281761,2009,5231810000,
RHI,0000315213,2009,3973289805,
ROP,0000882835,2009,4902774660,
RRC,0000315852,2009,7882229009,
RSG,0001060391,2009,10749307000,
SBUX,0000829224,2009,14731707000,
SCHW,0000316709,2009,21755920000,
SPG,0001063761,2009,21310997456,
STT,0000093751,2009,20490011080,
SYK,0000310764,2009,20042223000,
TER,0000097210,2009,1876762840,
TPR,0001116132,2009,8563914129,
TSN,0000100493,2009,4583040000,
UPS,0001090727,2009,57255260000,
VFC,0000103379,2009,6247041893,
VMC,0001396009,2009,6261988970,
VNO,0000899689,2009,12674114796,
VTR,0000740260,2009,6673235165,
WAT,0001000697,2009,5831551280,
WELL,0000766704,2009,5468437249,
WM,0000823768,2009,16435041000,
WU,0001365135,2009,12940525000,
WYNN,0001174922,2009,7179377943,
XRAY,0000818479,2009,5168618370,
YUM,0001041061,2009,16663954519,
ZION,0000109380,2009,1929953648,
A,0001090872,2010,12173112989,
AES,0000874761,2010,9593056183,
AFL,0000004977,2010,26502970230,
AIV,0000922864,2010,3039852839,
L,0000060086,2017,15690439613,
NXPI,0001413447,2018,23873231680,
AKAM,0001086222,2010,8779689029,
AMD,0000002488,2010,5491320000,
AMP,0000820027,2010,9775529093,
AMT,0001053507,2010,20587692364,
AMZN,0001018724,2010,81180000000,
ANF,0001018840,2010,2771545960,
AON,0000315293,2010,11506074000,
APH,0000820313,2010,9265565049,
AZO,0000866787,2010,9682217550,
BBY,0000764478,2010,15286747500,
BEN,0000038777,2010,23946397950,
BIIB,0000875045,2010,16128072900,
BKNG,0001075531,2010,19160420250,
CAH,0000721371,2010,11051099925,
CBRE,0001138118,2010,6627223941,
CCL,0000815097,2010,21211457628,
CF,0001324404,2010,9631760053,
CHRW,0001043277,2010,13315389120,
BAC,0000070858,2018,238251216157,
BAC,0000070858,2019,311209166160,
BAC,0000070858,2020,262206175523,
CINF,0000020286,2010,5158434820,
CMS,0000811156,2010,4642560000,
CNX,0001070412,2010,11023151409,
COF,0000927628,2010,16782127478,
CRM,0001108524,2010,8080538134,
CTAS,0000723254,2010,3974616048,
DGX,0001022079,2010,9481665480,
DHI,0000882184,2010,3545314362,
DHR,0000313616,2010,30960454048,
DVA,0000927066,2010,6671146667,
EA,0000712515,2010,6157800000,
EL,0001001250,2010,22035642000,
EOG,0000821189,2010,23225178570,
EQR,0000906107,2010,15075746722,
ALB,0000915913,2009,3328182330,
EXPD,0000746515,2010,11577808460,
EXPE,0001324424,2010,3543535970,
FHN,0000036966,2010,9170730,
FIS,0001136893,2010,8833193820,
FITB,0000035527,2010,11689280623,
FLR,0001124198,2010,11689930969,
FLS,0000030625,2010,5492764905,
FMC,0000037785,2010,5711003105,
FSLR,0001274494,2010,11171674522,
GHC,0000104889,2010,4102346654,
GILD,0000882095,2010,29064407520,
GNW,0001276520,2010,6438600000,
GS,0000886982,2010,85346374620,
HIG,0000874766,2010,9007814216,
HP,0000046765,2010,4281443254,
HRB,0000012659,2010,5198761413,
WFC,0000072971,2018,292421346245,
WFC,0000072971,2019,223922541734,
ALK,0000766421,2009,1237766400,
CI,0001739940,2016,0,
ALK,0000766421,2010,4061498360,
USBC,0001074828,2017,931097,
HRL,0000048465,2010,12248333440,
AMAT,0000006951,2013,21310800000,
INTU,0000896878,2010,12475974750,
ISRG,0001035267,2010,10026478890,
IVZ,0000914208,2010,11070006000,
JBL,0000898293,2010,2157594137,
JEF,0000096223,2010,7114311002,
KIM,0000879101,2010,7331880193,
KSS,0000885639,2010,16309570911,
LDOS,0001336920,2010,7112046402,
LEN,0000920760,2010,2868729604,
MA,0001141391,2010,25291113118,
MCHP,0000827054,2010,5218868695,
MCK,0000927653,2010,17588891151,
MDLZ,0001103982,2010,40919407309,
MET,0001099219,2010,43810584873,
MTB,0000036270,2010,8592464146,
AMAT,0000006951,2014,25628790000,
AMAT,0000006951,2015,19070400000,
USBC,0001074828,2018,68548173,
MUR,0000717423,2010,14375915834,
NBR,0001163739,2010,6239964493,
NDAQ,0001120193,2010,4171323068,
NFLX,0001065280,2010,9273788439,
NI,0001111711,2010,4913445007,
NRG,0001013871,2010,4830235926,
NTAP,0001002047,2010,11773932000,
JEF,0000096223,2019,6095369039,
NTRS,0000073124,2010,13424119915,
JEF,0000096223,2020,5676829420,
NVDA,0001045810,2010,8642082379,
NWL,0000814453,2010,5134032000,
OKE,0001039684,2010,5925063457,
OMC,0000029989,2010,13075900000,
ORLY,0000898173,2010,8520763368,
JEF,0000096223,2021,9152276212,
JEF,0000096223,2024,8324871455,
PAYX,0000723531,2010,10317210000,
PFG,0001126328,2010,10432224000,
PLD,0001045609,2010,8069624220,
PM,0001413329,2010,105458387670,
PNW,0000764622,2010,4417450850,
PSA,0001393311,2010,17165620903,
PWR,0001050915,2010,4205870773,
QCOM,0000804328,2010,71814600000,
RHI,0000315213,2010,4473186458,
RL,0001037038,2010,8557817000,
ROST,0000745732,2010,5646128970,
RRC,0000315852,2010,7192709159,
RSG,0001060391,2010,10294177277,
SBUX,0000829224,2010,19263044000,
SCHW,0000316709,2010,21805636017,
SRE,0001032208,2010,12618680392,
STT,0000093751,2010,21241930376,
TTD,0001671933,2017,1841181260,
SYK,0000310764,2010,20997,
TER,0000097210,2010,2555771400,
TMO,0000097745,2010,19244686458,
TPR,0001116132,2010,10618941425,
TSN,0000100493,2010,6162540000,
UPS,0001090727,2010,41057784595,
VIAV,0000912093,2010,2141472364,
VMC,0001396009,2010,5748200913,
VNO,0000899689,2010,15304555206,
VRSN,0001014473,2010,5643285120,
VTR,0000740260,2010,6821485474,
WELL,0000766704,2010,7007719231,
WM,0000823768,2010,17513250000,
WU,0001365135,2010,12144780000,
WYNN,0001174922,2010,12938412911,
XRAY,0000818479,2010,4843084950,
YUM,0001041061,2010,15561202056,
ZION,0000109380,2010,4428858404,
A,0001090872,2011,13166078174,
ACN,0001467373,2011,34599374400,
AES,0000874761,2011,9059805981,
TXN,0000097476,2010,38091672905,
TXN,0000097476,2011,33505610000,
TXN,0000097476,2012,37074177559,
AFL,0000004977,2011,20172570600,
AIV,0000922864,2011,2770162396,
AKAM,0001086222,2011,5729849263,
AMD,0000002488,2011,3769200000,
AMP,0000820027,2011,15865350262,
AMT,0001053507,2011,23622461161,
AMZN,0001018724,2011,78760500000,
AN,0000350698,2011,5006946000,
AON,0000315293,2011,17503280000,
APH,0000820313,2011,7404063846,
AZO,0000866787,2011,12084841700,
BBT,0001108134,2011,469268262,
BBY,0000764478,2011,12708138300,
BEN,0000038777,2011,20820200123,
BIIB,0000875045,2011,26644755750,
BWA,0000908255,2011,6916717364,
CAH,0000721371,2011,14083728516,
CBRE,0001138118,2011,4991736214,
CCL,0000815097,2011,28088307749,
CF,0001324404,2011,9484590005,
CHRW,0001043277,2011,11404912980,
CINF,0000020286,2011,5970160000,
CMS,0000811156,2011,5610528000,
CNX,0001070412,2011,8332953898,
CRM,0001108524,2011,17165436924,
CTAS,0000723254,2011,4519630589,
DGX,0001022079,2011,9747805860,
DHI,0000882184,2011,2857029615,
DHR,0000313616,2011,32349435802,
DVA,0000927066,2011,7098951729,
EA,0000712515,2011,6503490000,
EFX,0000033185,2011,4633304000,
EL,0001001250,2011,41444860000,
EOG,0000821189,2011,26501061690,
EQR,0000906107,2011,16966891791,
ES,0000072741,2011,6399184724,
EXPD,0000746515,2011,8683669996,
EXPE,0001324424,2011,3943469760,
FIS,0001136893,2011,9206583324,
FITB,0000035527,2011,11699912426,
TKR,0000098362,2021,5728274210,
TKR,0000098362,2022,5005363345,
TKR,0000098362,2023,5961618560,
FLR,0001124198,2011,8491204750,
FLS,0000030625,2011,7263216904,
FMC,0000037785,2011,6008795248,
FSLR,0001274494,2011,2919155392,
GHC,0000104889,2011,2948915600,
PNC,0000713676,2020,65530888934,
PNC,0000713676,2021,66545776014,
PNC,0000713676,2022,88021966970,
PNC,0000713676,2023,66103432277,
PNC,0000713676,2024,58927315631,
GILD,0000882095,2011,61649257160,
GNW,0001276520,2011,3216050000,
GS,0000886982,2011,43900831903,
HBAN,0000049196,2011,4745589774,
HP,0000046765,2011,4347704754,
HRB,0000012659,2011,4947215065,
HRL,0000048465,2011,7978500300,
INTU,0000896878,2011,14037879900,
IRM,0001020569,2011,5301940995,
ISRG,0001035267,2011,18196308720,
IVZ,0000914208,2011,8960140000,
JBL,0000898293,2011,3427568076,
JEF,0000096223,2011,5561804434,
KIM,0000879101,2011,6608670359,
KMX,0001170010,2011,7989576961,
KSS,0000885639,2011,16173371737,
LDOS,0001336920,2011,5998342896,
LEG,0000058492,2011,3370168078,
MA,0001141391,2011,476836780000,
MAT,0000063276,2011,9013423005,
MCHP,0000827054,2011,7204480283,
MCK,0000927653,2011,20928484271,
MDLZ,0001103982,2011,53464705971,
MPC,0001510295,2011,11884530000,
MTB,0000036270,2011,10394349356,
MUR,0000717423,2011,10798128243,
NBR,0001163739,2011,7911927914,
NDAQ,0001120193,2011,4253782535,
NFLX,0001065280,2011,3838736229,
NI,0001111711,2011,6710934089,
NRG,0001013871,2011,4122653721,
NTAP,0001002047,2011,18188225781,
NTRS,0000073124,2011,9558397467,
NVDA,0001045810,2011,13984083456,
NWL,0000814453,2011,5594050000,
OKE,0001039684,2011,17902350555,
OMC,0000029989,2011,12188172000,
ORLY,0000898173,2011,10168024370,
PAYX,0000723531,2011,11695830000,
PFG,0001126328,2011,7407060000,
PGR,0000080661,2011,13075293192,
PLD,0001045609,2011,19467598000,
PM,0001413329,2011,102867808319,
RJF,0000720005,2016,8239313063,
PNW,0000764622,2011,4537239785,
PSA,0001393311,2011,22890309720,
PWR,0001050915,2011,4441612728,
QCOM,0000804328,2011,84537490000,
RHI,0000315213,2011,4043754269,
RL,0001037038,2011,12156480000,
ROST,0000745732,2011,15456807960,
RSG,0001060391,2011,11679285340,
SBUX,0000829224,2011,27773592000,
SCHW,0000316709,2011,21719819920,
SJM,0000091419,2011,8570901199,
SRE,0001032208,2011,13196407455,
STT,0000093751,2011,23462298953,
SYK,0000310764,2011,18940,
TER,0000097210,2011,2502290810,
AXP,0000004962,2011,54905880000,
AXP,0000004962,2012,63515400000,
AXP,0000004962,2013,96536720000,
AXP,0000004962,2014,95179920000,
AXP,0000004962,2015,67393950000,
TMO,0000097745,2011,21858368615,
TPR,0001116132,2011,19039073769,
TRIP,0001526520,2011,3041884180,
TSN,0000100493,2011,6596800000,
UPS,0001090727,2011,71799390000,
URBN,0000912615,2011,5560462101,
VIAV,0000912093,2011,3878292859,
VLO,0001035002,2011,16249795732,
VMC,0001396009,2011,6030850339,
VNO,0000899689,2011,14225238435,
VRSN,0001014473,2011,5694553840,
VTR,0000740260,2011,12594603886,
WEC,0000783325,2011,8057818668,
WELL,0000766704,2011,10484769273,
WM,0000823768,2011,15062955000,
WU,0001365135,2011,11310244000,
WYNN,0001174922,2011,13820199469,
XRAY,0000818479,2011,4955703680,
XYL,0001524472,2011,4743427290,
YUM,0001041061,2011,23138610179,
ZBH,0001136869,2011,11537137655,
ZION,0000109380,2011,2997724117,
CFG,0000759944,2014,13570689142,
CFG,0000759944,2015,13822412269,
JPM,0000019617,2013,219656728000,
A,0001090872,2012,13322400399,
ACN,0001467373,2012,39616968222,
AES,0000874761,2012,7963623248,
AFL,0000004977,2012,24848792320,
UAL,0000100517,2009,2163853104,
UAL,0000100517,2010,7811115498,
UAL,0000100517,2011,6244199843,
AIV,0000922864,2012,3938972605,
AKAM,0001086222,2012,7273094921,
AMD,0000002488,2012,5182759219,
AMP,0000820027,2012,11882678384,
AMT,0001053507,2012,30528698029,
AMZN,0001018724,2012,113894980000,
GDDY,0001609711,2016,5840564400,
GDDY,0001609711,2017,8446989720,
GDDY,0001609711,2018,11470572860,
GDDY,0001609711,2023,15743103360,
MDT,0001613103,2014,58151739066,
MDT,0001613103,2015,110334101668,
AN,0000350698,2012,4799730000,
AON,0000315293,2012,16013184000,
APH,0000820313,2012,10342795649,
AZO,0000866787,2012,13518182240,
BBT,0001108134,2012,600043735,
BEN,0000038777,2012,79622922756,
BIIB,0000875045,2012,34628507340,
MDT,0001613103,2017,113785508128,
MDT,0001613103,2022,138876380702,
MDT,0001613103,2023,121037081824,
MDT,0001613103,2024,104566054722,
BKNG,0001075531,2012,29008832510,
AM,0001623925,2017,3671390720,
AM,0001623925,2018,0,
BWA,0000908255,2012,16554640062,
CAH,0000721371,2012,13578548188,
CBRE,0001138118,2012,6568635521,
CCL,0000815097,2012,18778830682,
CF,0001324404,2012,63945308870,
CHRW,0001043277,2012,10199092940,
CINF,0000020286,2012,7714520000,
CMS,0000811156,2012,6438758000,
CNX,0001070412,2012,7321840255,
COF,0000927628,2012,33727259215,
CRM,0001108524,2012,16005867989,
CTAS,0000723254,2012,4668579070,
DGX,0001022079,2012,9196209998,
JCI,0000833444,2015,15650424226,
JCI,0000833444,2014,18123748656,
MBI,0000814585,2013,1971867865,
MBI,0000814585,2014,2412858921,
MBI,0000814585,2015,1678396865,
MBI,0000814585,2016,913859693,
MBI,0000814585,2017,1460907836,
MBI,0000814585,2023,721120989,
DHI,0000882184,2012,6620001465,
DHR,0000313616,2012,38431202703,
DLTR,0000935703,2012,19565746352,
DVA,0000927066,2012,23321514990,
EA,0000712515,2012,5276800000,
EBAY,0001065088,2012,65993857142,
EFX,0000033185,2012,6516048000,
EL,0001001250,2012,21036444000,
EOG,0000821189,2012,32810429280,
EQR,0000906107,2012,18420847242,
EQT,0000033213,2012,7552261447,
ES,0000072741,2012,11552060000,
EXPD,0000746515,2012,8162804114,
EXPE,0001324424,2012,8245432320,
FHN,0000036966,2012,2414056180,
FIS,0001136893,2012,8268899145,
FITB,0000035527,2012,13408711266,
FLR,0001124198,2012,9537020878,
FLS,0000030625,2012,6424698277,
FMC,0000037785,2012,8056477927,
FOSL,0000883569,2012,7339267012,
FSLR,0001274494,2012,2689304668,
GHC,0000104889,2012,2687945663,
GILD,0000882095,2012,111582522350,
GNW,0001276520,2012,3694920000,
GRMN,0001121788,2012,7823674160,
GS,0000886982,2012,59334328246,
HBAN,0000049196,2012,5385573211,
HP,0000046765,2012,5032267164,
HRB,0000012659,2012,4190219627,
HRL,0000048465,2012,7730092440,
HST,0001070750,2012,11354482000,
ICE,0001571949,2012,9038130000,
INTU,0000896878,2012,17132667780,
IRM,0001020569,2012,5899688420,
ISRG,0001035267,2012,19712890080,
IVZ,0000914208,2012,11516126000,
JBL,0000898293,2012,4693330984,
JEF,0000096223,2012,5818616207,
KIM,0000879101,2012,7878350211,
KMX,0001170010,2012,6970271860,
KSS,0000885639,2012,11729608740,
LDOS,0001336920,2012,4385261876,
LYB,0001489393,2012,32839121917,
MA,0001141391,2012,615573840000,
MAT,0000063276,2012,11047949513,
MCHP,0000827054,2012,7185199790,
MCK,0000927653,2012,21131605567,
C,0000831001,2009,3829008000,
C,0000831001,2010,94543261809,
C,0000831001,2011,140050041599,
TAP,0000024545,2023,13221360000,
TAP,0000024545,2024,11968416000,
GLW,0000024741,2009,29930500000,
GLW,0000024741,2011,34774354336,
GLW,0000024741,2012,19540141116,
MDLZ,0001103982,2012,67723401304,
MPC,0001510295,2012,15190737612,
MTB,0000036270,2012,10079622255,
C,0000831001,2012,89968500818,
C,0000831001,2013,128114060468,
C,0000831001,2014,144019246054,
GLW,0000024741,2022,35559512896,
GLW,0000024741,2023,29299560035,
GLW,0000024741,2024,27729380559,
MUR,0000717423,2012,11352696947,
NBR,0001163739,2012,6287438029,
AWK,0001410636,2015,9672582564,
UNP,0000100885,2012,59021174122,
UNP,0000100885,2013,153216335328,
UNP,0000100885,2014,105235448286,
UNP,0000100885,2015,66408334295,
UNP,0000100885,2016,84584675140,
UNP,0000100885,2017,104721071080,
UNP,0000100885,2018,100224586259,
UNP,0000100885,2019,125124876694,
NDAQ,0001120193,2012,4138489892,
NFLX,0001065280,2012,5146760205,
C,0000831001,2018,201698759903,
C,0000831001,2019,151579218282,
C,0000831001,2020,156743682267,
C,0000831001,2021,121043568036,
C,0000831001,2022,128995857199,
C,0000831001,2023,101500663408,
C,0000831001,2024,107361472201,
NI,0001111711,2012,7722921808,
NRG,0001013871,2012,7416732585,
HIG,0000874766,2011,13697811728,
HIG,0000874766,2012,9531141334,
NTAP,0001002047,2012,10881543833,
NTRS,0000073124,2012,11983975798,
NVDA,0001045810,2012,9128998336,
NWL,0000814453,2012,5326748000,
OMC,0000029989,2012,13089520000,
ORLY,0000898173,2012,10101131909,
PAYX,0000723531,2012,10867122000,
PGR,0000080661,2012,12401358857,
PLD,0001045609,2012,16849987300,
PM,0001413329,2012,128744466865,
PNW,0000764622,2012,5181932018,
PSA,0001393311,2012,24844445939,
PSX,0001534701,2012,33391138500,
PWR,0001050915,2012,5710994292,
QCOM,0000804328,2012,106573820000,
RL,0001037038,2012,16160391000,
ROST,0000745732,2012,11590481760,
TGT,0000027419,2013,39459753966,
TGT,0000027419,2014,35849197114,
TGT,0000027419,2015,47126151583,
TGT,0000027419,2016,43613244361,
TGT,0000027419,2017,35427151724,
TGT,0000027419,2018,39515677826,
TGT,0000027419,2019,36849093072,
TGT,0000027419,2020,55834993052,
RRC,0000315852,2012,10210760777,
RSG,0001060391,2012,10713644906,
SBUX,0000829224,2012,37997003000,
SCHW,0000316709,2012,14811137317,
SJM,0000091419,2012,8781971855,
SRE,0001032208,2012,17193645226,
STT,0000093751,2012,19113930676,
SYK,0000310764,2012,20832,
TEL,0001385157,2012,14405501298,
TER,0000097210,2012,3173766120,
