index,id,cik,company_name,entry_date,entry_year,founded_year,age_at_entry,episodes,re_entry,spac_shell,sic,sector,sector_basis,sub_industry,provisional_class,adjudicated_class,adjudication_source_url,final_class,coarse_class
S&P500,HRS,0000202058,L3Harris,1996-01-02,1996,1895.0,101.0,3,True,False,3812.0,Industrials,index_list_gics,Aerospace & Defense,founding_member,,,founding_member,founding_member
S&P500,STJ,0000203077,"ST JUDE MEDICAL, LLC",1996-01-02,1996,1976.0,20.0,1,False,False,3845.0,Health Care,sic4,,founding_member,,,founding_member,founding_member
S&P500,VAR,0000203527,VARIAN MEDICAL SYSTEMS INC,2007-02-12,2007,1948.0,59.0,1,False,False,3845.0,Health Care,sic4,,established,,,established,established
S&P500,KRI,0000205520,KNIGHT RIDDER INC,1996-01-02,1996,1974.0,22.0,1,False,False,2711.0,Communication Services,sic2,,founding_member,,,founding_member,founding_member
S&P500,ITT,0000216228,ITT INC.,1996-01-02,1996,1920.0,76.0,1,False,False,3561.0,Industrials,sic2,,founding_member,,,founding_member,founding_member
S&P500,TXT,0000217346,Textron,1996-01-02,1996,1923.0,73.0,1,False,False,3720.0,Industrials,index_list_gics,Aerospace & Defense,founding_member,,,founding_member,founding_member
S&P500,GWW,0000277135,W. W. Grainger,1996-01-02,1996,1927.0,69.0,1,False,False,5000.0,Industrials,index_list_gics,Industrial Machinery & Supplies & Components,founding_member,,,founding_member,founding_member
S&P500,CSX,0000277948,CSX Corporation,1996-01-02,1996,1978.0,18.0,1,False,False,4011.0,Industrials,index_list_gics,Rail Transportation,founding_member,,,founding_member,founding_member
S&P500,SBL,0000278352,SYMBOL TECHNOLOGIES INC,2000-12-11,2000,1973.0,27.0,1,False,False,3577.0,Information Technology,sic4,,established,,,established,established
S&P500,MRK,0000310158,Merck & Co.,1996-01-02,1996,1891.0,105.0,1,False,False,2834.0,Health Care,index_list_gics,Pharmaceuticals,founding_member,,,founding_member,founding_member
S&P500,FNMA,0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,1996-01-02,1996,1938.0,58.0,1,False,False,6111.0,Financials,sic2,,founding_member,,,founding_member,founding_member
S&P500,SYK,0000310764,Stryker Corporation,2000-12-12,2000,1941.0,59.0,1,False,False,3841.0,Health Care,index_list_gics,Health Care Equipment,established,,,established,established
S&P500,GRN,0000312070,BARCLAYS BANK PLC,1996-01-02,1996,1690.0,306.0,1,False,False,6029.0,,,,founding_member,,,founding_member,founding_member
S&P500,DHR,0000313616,Danaher Corporation,1998-11-18,1998,1969.0,29.0,1,False,False,3823.0,Health Care,index_list_gics,Life Sciences Tools & Services,established,,,established,established
S&P500,CHD,0000313927,Church & Dwight,2015-12-29,2015,1846.0,169.0,1,False,False,2840.0,Consumer Staples,index_list_gics,Household Products,established,,,established,established
S&P500,ESV,0000314808,Valaris Ltd,2007-01-04,2007,1975.0,32.0,2,True,False,1381.0,Energy,sic3,,re_entry,,,re_entry,re_entry
S&P500,DE,0000315189,Deere & Company,1996-01-02,1996,1837.0,159.0,1,False,False,3523.0,Industrials,index_list_gics,Agricultural & Farm Machinery,founding_member,,,founding_member,founding_member
S&P500,RHI,0000315213,ROBERT HALF INC.,2000-12-05,2000,1948.0,52.0,1,False,False,7363.0,Industrials,sic4,,established,,,established,established
S&P500,AON,0000315293,Aon plc,1996-04-23,1996,1982.0,14.0,1,False,False,6411.0,Financials,index_list_gics,Insurance Brokers,founding_member,,,founding_member,founding_member
S&P500,RRC,0000315852,RANGE RESOURCES CORP,2007-12-21,2007,1976.0,31.0,1,False,False,1311.0,Energy,sic3,,established,,,established,established
S&P500,HOT,0000316206,"STARWOOD HOTELS & RESORTS WORLDWIDE, LLC",2000-11-17,2000,1969.0,31.0,1,False,False,7011.0,Consumer Discretionary,sic2,,established,,,established,established
S&P500,SCHW,0000316709,Charles Schwab Corporation,1997-06-02,1997,1971.0,26.0,1,False,False,6211.0,Financials,index_list_gics,Investment Banking & Brokerage,established,,,established,established
S&P500,ANDW,0000317093,ANDREW CORP,1996-01-02,1996,1937.0,59.0,1,False,False,3357.0,Materials,sic2,,founding_member,,,founding_member,founding_member
S&P500,TLAB,0000317771,TELLABS INC,1996-01-02,1996,1974.0,22.0,1,False,False,3661.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,AMGN,0000318154,Amgen,1996-01-02,1996,1980.0,16.0,1,False,False,2836.0,Health Care,index_list_gics,Biotechnology,founding_member,,,founding_member,founding_member
S&P500,KLAC,0000319201,KLA Corporation,1997-09-15,1997,1975.0,22.0,1,False,False,3827.0,Information Technology,index_list_gics,Semiconductor Materials & Equipment,established,,,established,established
S&P500,NKE,0000320187,"Nike, Inc.",1996-01-02,1996,1964.0,32.0,1,False,False,3021.0,Consumer Discretionary,index_list_gics,"Apparel, Accessories & Luxury Goods",founding_member,,,founding_member,founding_member
S&P500,AAPL,0000320193,Apple Inc.,1996-01-02,1996,1976.0,20.0,1,False,False,3571.0,Information Technology,index_list_gics,"Technology Hardware, Storage & Peripherals",founding_member,,,founding_member,founding_member
S&P500,TMK,0000320335,Globe Life,1996-01-02,1996,1900.0,96.0,2,True,False,6311.0,Financials,index_list_gics,Life & Health Insurance,founding_member,,,founding_member,founding_member
S&P500,AN,0000350698,"AUTONATION, INC.",1996-01-02,1996,1996.0,0.0,2,True,False,5500.0,Consumer Discretionary,sic2,,founding_member,,,founding_member,founding_member
S&P500,BMET,0000351346,BIOMET INC,1996-01-02,1996,1977.0,19.0,1,False,False,3842.0,Health Care,sic4,,founding_member,,,founding_member,founding_member
S&P500,KATE,0000352363,Kate Spade & Co,1996-01-02,1996,1976.0,20.0,1,False,False,2330.0,Consumer Discretionary,sic2,,founding_member,,,founding_member,founding_member
S&P500,NFB,0000352510,NORTH FORK BANCORPORATION INC,2002-07-17,2002,1905.0,97.0,1,False,False,6022.0,Financials,sic2,,established,,,established,established
S&P500,LNT,0000352541,Alliant Energy,2016-07-01,2016,1917.0,99.0,1,False,False,4931.0,Utilities,index_list_gics,Electric Utilities,established,,,established,established
S&P500,UHS,0000352915,Universal Health Services,2014-09-22,2014,1979.0,35.0,1,False,False,8062.0,Health Care,index_list_gics,Health Care Facilities,established,,,established,established
S&P500,IGT,0000353944,INTERNATIONAL GAME TECHNOLOGY,2001-09-04,2001,1975.0,26.0,1,False,False,3990.0,Consumer Discretionary,sic2,,established,,,established,established
S&P500,AJG,0000354190,Arthur J. Gallagher & Co.,2016-05-31,2016,1927.0,89.0,1,False,False,6411.0,Financials,index_list_gics,Insurance Brokers,established,,,established,established
S&P500,FLIR,0000354908,"Teledyne FLIR, LLC",2009-01-02,2009,1978.0,31.0,1,False,False,3812.0,Industrials,sic4,,established,,,established,established
S&P500,HD,0000354950,Home Depot (The),1996-01-02,1996,1978.0,18.0,1,False,False,5211.0,Consumer Discretionary,index_list_gics,Home Improvement Retail,founding_member,,,founding_member,founding_member
S&P500,HI,0000354964,HSBC Finance Corp,1996-01-02,1996,1878.0,118.0,1,False,False,6141.0,Financials,sic2,,founding_member,,,founding_member,founding_member
S&P500,CA,0000356028,"CA, INC.",1996-01-02,1996,1976.0,20.0,1,False,False,7372.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,BBWI,0000701985,"Bath & Body Works, Inc.",2021-08-03,2021,1990.0,31.0,1,False,False,5990.0,Consumer Discretionary,sic2,,established,,,established,established
S&P500,NSC,0000702165,Norfolk Southern,1996-01-02,1996,1980.0,16.0,1,False,False,4011.0,Industrials,index_list_gics,Rail Transportation,founding_member,,,founding_member,founding_member
S&P500,LSI,0000703360,LSI CORP,1996-01-02,1996,1980.0,16.0,1,False,False,3674.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,LM,0000704051,"LEGG MASON, INC.",2006-04-24,2006,1899.0,107.0,1,False,False,6282.0,Financials,sic2,,established,,,established,established
S&P500,CHIR,0000706539,CHIRON CORP,2000-11-24,2000,1981.0,19.0,1,False,False,2834.0,Health Care,sic4,,established,,,established,established
S&P500,LRCX,0000707549,Lam Research,2012-06-05,2012,1980.0,32.0,1,False,False,3559.0,Information Technology,index_list_gics,Semiconductor Materials & Equipment,established,,,established,established
S&P500,MDR,0000708819,MCDERMOTT INTERNATIONAL INC,1996-01-02,1996,1923.0,73.0,1,False,False,3443.0,Industrials,sic2,,founding_member,,,founding_member,founding_member
S&P500,JAVA,0000709519,"SUN MICROSYSTEMS, INC.",1996-01-02,1996,1982.0,14.0,1,False,False,3571.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,SXCL,0000709804,Steel Excel Inc.,1999-10-01,1999,,,1,False,False,1389.0,Energy,sic3,,unknown_age,,,unknown_age,unknown_age
S&P500,AMCC,0000711065,APPLIED MICRO CIRCUITS CORP,2001-01-02,2001,1979.0,22.0,1,False,False,3674.0,Information Technology,sic4,,established,,,established,established
S&P500,COO,0000711404,Cooper Companies (The),2016-09-23,2016,1958.0,58.0,1,False,False,3851.0,Health Care,index_list_gics,Health Care Supplies,established,,,established,established
S&P500,EA,0000712515,Electronic Arts,2002-07-22,2002,1982.0,20.0,1,False,False,7372.0,Communication Services,index_list_gics,Interactive Home Entertainment,established,,,established,established
S&P500,PNC,0000713676,PNC Financial Services,1996-01-02,1996,1845.0,151.0,1,False,False,6021.0,Financials,index_list_gics,Diversified Banks,founding_member,,,founding_member,founding_member
S&P500,CPQ,0000714154,COMPAQ COMPUTER CORP,1996-01-02,1996,1982.0,14.0,1,False,False,3570.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,BGEN,0000714655,BIOGEN IDEC MA INC,2000-01-31,2000,1978.0,22.0,1,False,False,2836.0,Health Care,sic4,,established,,,established,established
S&P500,CBH,0000715096,COMMERCE BANCORP INC /NJ/,2006-06-06,2006,1973.0,33.0,1,False,False,6021.0,Financials,sic2,,established,,,established,established
S&P500,D,0000715957,Dominion Energy,1996-01-02,1996,1983.0,13.0,1,False,False,4911.0,Utilities,index_list_gics,Multi-Utilities,founding_member,,,founding_member,founding_member
S&P500,MZIAQ,0000716823,MI 2009 Inc.,1996-01-02,1996,1981.0,15.0,1,False,False,3559.0,Industrials,sic2,,founding_member,,,founding_member,founding_member
S&P500,MUR,0000717423,MURPHY OIL CORP,2005-08-15,2005,1944.0,61.0,1,False,False,1311.0,Energy,sic3,,established,,,established,established
S&P500,ATVI,0000718877,"Activision Blizzard, Inc.",2015-08-31,2015,1979.0,36.0,1,False,False,7372.0,Information Technology,sic4,,established,,,established,established
S&P500,IMNX,0000719529,IMMUNEX CORP /DE/,2001-09-21,2001,1981.0,20.0,1,False,False,2836.0,Health Care,sic4,,established,,,established,established
S&P500,SIVB,0000719739,SVB FINANCIAL GROUP,2018-03-19,2018,1983.0,35.0,1,False,False,6022.0,Financials,sic2,,established,,,established,established
S&P500,WSM,0000719955,"Williams-Sonoma, Inc.",2025-03-24,2025,1956.0,69.0,1,False,False,5700.0,Consumer Discretionary,index_list_gics,Homefurnishing Retail,established,,,established,established
S&P500,RJF,0000720005,Raymond James Financial,2017-03-20,2017,1962.0,55.0,1,False,False,6211.0,Financials,index_list_gics,Investment Banking & Brokerage,established,,,established,established
S&P500,SII,0000721083,SPROTT INC.,2006-10-02,2006,1981.0,25.0,1,False,False,6199.0,Industrials,sic2,,established,,,established,established
S&P500,CAH,0000721371,Cardinal Health,1997-05-27,1997,1971.0,26.0,1,False,False,5122.0,Health Care,index_list_gics,Health Care Distributors,established,,,established,established
S&P500,TSS,0000721683,TOTAL SYSTEM SERVICES INC,2008-01-02,2008,,,1,False,False,7389.0,Industrials,sic4,,unknown_age,,,unknown_age,unknown_age
S&P500,RATL,0000722056,RATIONAL SOFTWARE CORP,2002-02-01,2002,1981.0,21.0,1,False,False,7372.0,Information Technology,sic4,,established,,,established,established
S&P500,MU,0000723125,Micron Technology,1996-01-02,1996,1978.0,18.0,1,False,False,3674.0,Information Technology,index_list_gics,Semiconductors,founding_member,,,founding_member,founding_member
S&P500,CTAS,0000723254,Cintas,2001-03-01,2001,1929.0,72.0,1,False,False,2320.0,Industrials,index_list_gics,Diversified Support Services,established,,,established,established
S&P500,WCOEQ,0000723527,MCI INC,1996-04-01,1996,1983.0,13.0,1,False,False,4813.0,Communication Services,sic3,,founding_member,,,founding_member,founding_member
S&P500,PAYX,0000723531,Paychex,1998-10-01,1998,1971.0,27.0,1,False,False,8700.0,Industrials,index_list_gics,Human Resource & Employment Services,established,,,established,established
S&P500,CAR,0000723612,"AVIS BUDGET GROUP, INC.",1996-01-02,1996,1946.0,50.0,1,False,False,7510.0,Consumer Discretionary,sic2,,founding_member,,,founding_member,founding_member
S&P500,TRB,0000726513,TRIBUNE MEDIA CO,1996-01-02,1996,1847.0,149.0,1,False,False,4833.0,Communication Services,sic3,,founding_member,,,founding_member,founding_member
S&P500,O,0000726728,Realty Income,2015-04-07,2015,1969.0,46.0,1,False,False,6798.0,Real Estate,index_list_gics,Retail REITs,established,,,established,established
S&P500,CASY,0000726958,Casey's,2026-04-09,2026,1967.0,59.0,1,False,False,5500.0,Consumer Staples,index_list_gics,Food Retail,established,,,established,established
S&P500,JBHT,0000728535,J.B. Hunt,2015-07-01,2015,1961.0,54.0,1,False,False,4213.0,Industrials,index_list_gics,Cargo Ground Transportation,established,,,established,established
S&P500,ATGE,0000730464,Covista Inc.,2009-06-09,2009,1931.0,78.0,1,False,False,8200.0,Consumer Discretionary,sic4,,established,,,established,established
S&P500,UNH,0000731766,UnitedHealth Group,1996-01-02,1996,1977.0,19.0,1,False,False,6324.0,Health Care,index_list_gics,Managed Health Care,founding_member,,,founding_member,founding_member
S&P500,ATO,0000731802,Atmos Energy,2019-02-15,2019,1906.0,113.0,1,False,False,4924.0,Utilities,index_list_gics,Gas Utilities,established,,,established,established
S&P500,TIN,0000731939,TEMPLE INLAND INC,1996-01-02,1996,1893.0,103.0,1,False,False,2631.0,Materials,sic2,,founding_member,,,founding_member,founding_member
S&P500,GENZ,0000732485,GENZYME CORP,2001-12-14,2001,1981.0,20.0,1,False,False,2836.0,Health Care,sic4,,established,,,established,established
S&P500,VZ,0000732712,Verizon,1996-01-02,1996,1983.0,13.0,1,False,False,4813.0,Communication Services,index_list_gics,Integrated Telecommunication Services,founding_member,,,founding_member,founding_member
S&P500,BLS,0000732713,BELLSOUTH CORP,1996-01-02,1996,1983.0,13.0,1,False,False,4813.0,Communication Services,sic3,,founding_member,,,founding_member,founding_member
S&P500,T,0000732717,AT&T,1996-01-02,1996,1885.0,111.0,1,False,False,4813.0,Communication Services,index_list_gics,Integrated Telecommunication Services,founding_member,,,founding_member,founding_member
S&P500,JHF,0000736260,HANCOCK JOHN FINANCIAL SERVICES INC,2001-06-29,2001,1862.0,139.0,1,False,False,6311.0,Financials,sic2,,established,,,established,established
S&P500,COMS,0000738076,3COM CORP,1996-01-02,1996,1979.0,17.0,1,False,False,3576.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,VTR,0000740260,Ventas,2009-03-04,2009,1983.0,26.0,1,False,False,6798.0,Real Estate,index_list_gics,Health Care REITs,established,spin_off,https://en.wikipedia.org/wiki/Ventas,spin_off,corporate_action
S&P500,MXIM,0000743316,MAXIM INTEGRATED PRODUCTS INC,2000-05-10,2000,1983.0,17.0,2,True,False,3674.0,Information Technology,sic4,,re_entry,,,re_entry,re_entry
S&P500,HM,0000743872,HOMESTAKE MINING CO /DE/,1996-01-02,1996,1877.0,119.0,1,False,False,1040.0,Materials,sic2,,founding_member,,,founding_member,founding_member
S&P500,XLNX,0000743988,XILINX INC,1999-11-08,1999,1984.0,15.0,1,False,False,3674.0,Information Technology,sic4,,established,,,established,established
S&P500,ROST,0000745732,Ross Stores,2009-12-21,2009,1982.0,27.0,1,False,False,5651.0,Consumer Discretionary,index_list_gics,Apparel Retail,established,,,established,established
S&P500,EXPD,0000746515,Expeditors International,2007-10-10,2007,1979.0,28.0,1,False,False,4731.0,Industrials,index_list_gics,Air Freight & Logistics,established,,,established,established
S&P500,UIS,0000746838,UNISYS CORP,1996-01-02,1996,,,1,False,False,7373.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,IT,0000749251,Gartner,2017-04-05,2017,1979.0,38.0,1,False,False,8741.0,Information Technology,index_list_gics,IT Consulting & Other Services,established,,,established,established
S&P500,STR,0000751652,DOMINION QUESTAR CORP,2006-12-01,2006,1922.0,84.0,1,False,False,4923.0,Energy,sic3,,established,,,established,established
S&P500,NEE,0000753308,NextEra Energy,1996-01-02,1996,1925.0,71.0,1,False,False,4911.0,Utilities,index_list_gics,Multi-Utilities,founding_member,,,founding_member,founding_member
S&P500,SCG,0000754737,SCANA CORP,2009-01-02,2009,1924.0,85.0,1,False,False,4931.0,Utilities,sic3,,established,,,established,established
S&P500,NOVL,0000758004,NOVELL INC,1996-01-02,1996,1980.0,16.0,1,False,False,7372.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,CFG,0000759944,Citizens Financial Group,2016-02-01,2016,1828.0,188.0,1,False,False,6022.0,Financials,index_list_gics,Regional Banks,established,,,established,established
S&P500,CLF,0000764065,CLEVELAND-CLIFFS INC.,2009-12-21,2009,1847.0,162.0,1,False,False,1000.0,Materials,sic2,,established,,,established,established
S&P500,MO,0000764180,Altria,1996-01-02,1996,1985.0,11.0,1,False,False,2111.0,Consumer Staples,index_list_gics,Tobacco,founding_member,,,founding_member,founding_member
S&P500,BBY,0000764478,Best Buy,1999-06-30,1999,1966.0,33.0,1,False,False,5731.0,Consumer Discretionary,index_list_gics,Computer & Electronics Retail,established,,,established,established
S&P500,PNW,0000764622,Pinnacle West Capital,1999-10-04,1999,1985.0,14.0,1,False,False,4911.0,Utilities,index_list_gics,Multi-Utilities,established,,,established,established
S&P500,LDG,0000764762,LONGS DRUG STORES CORP,1996-01-02,1996,1938.0,58.0,1,False,False,5912.0,Consumer Staples,sic4,,founding_member,,,founding_member,founding_member
S&P500,HCP,0000765880,Healthpeak Properties,2008-03-31,2008,1985.0,23.0,3,True,False,6798.0,Real Estate,index_list_gics,Health Care REITs,re_entry,,,re_entry,re_entry
S&P500,ALK,0000766421,"ALASKA AIR GROUP, INC.",2016-05-13,2016,1932.0,84.0,1,False,False,4512.0,Industrials,sic2,,established,,,established,established
S&P500,WELL,0000766704,Welltower,2009-01-30,2009,1970.0,39.0,1,False,False,6798.0,Real Estate,index_list_gics,Health Care REITs,established,,,established,established
S&P500,PMCS,0000767920,PMC SIERRA INC,2001-08-03,2001,1984.0,17.0,1,False,False,3674.0,Information Technology,sic4,,established,,,established,established
S&P500,ALTR,0000768251,ALTERA CORP,2000-04-18,2000,1983.0,17.0,1,False,False,3674.0,Information Technology,sic4,,established,,,established,established
S&P500,BIG,0000768835,FORMER BL STORES INC,1998-01-20,1998,1967.0,31.0,1,False,False,5331.0,Consumer Staples,sic4,,established,,,established,established
S&P500,ADSK,0000769397,Autodesk,1996-01-02,1996,1982.0,14.0,1,False,False,7372.0,Information Technology,index_list_gics,Application Software,founding_member,,,founding_member,founding_member
S&P500,RBK,0000770949,REEBOK INTERNATIONAL LTD,1996-01-02,1996,1958.0,38.0,1,False,False,3021.0,Consumer Discretionary,sic4,,founding_member,,,founding_member,founding_member
S&P500,FLTWQ,0000771298,FRUIT OF THE LOOM INC /DE/,1996-01-02,1996,1851.0,145.0,1,False,False,2250.0,Consumer Discretionary,sic2,,founding_member,,,founding_member,founding_member
S&P500,HON,0000773840,Honeywell,1996-01-02,1996,1906.0,90.0,1,False,False,3724.0,Industrials,index_list_gics,Industrial Conglomerates,founding_member,,,founding_member,founding_member
S&P500,APC,0000773910,ARKO Petroleum Corp.,1997-07-28,1997,2003.0,-6.0,1,False,False,5172.0,Energy,sic3,,historical_unmatched,,,historical_unmatched,historical_no_ch_number
S&P500,BSC,0000777001,BEAR STEARNS COMPANIES INC,1998-07-01,1998,1923.0,75.0,1,False,False,6211.0,Financials,sic2,,established,,,established,established
S&P500,JKHY,0000779152,Jack Henry & Associates,2018-11-13,2018,1976.0,42.0,1,False,False,7373.0,Financials,index_list_gics,Transaction & Payment Processing Services,established,,,established,established
S&P500,DRE,0000783280,DUKE REALTY CORP,2017-07-26,2017,1972.0,45.0,1,False,False,6798.0,Real Estate,sic4,,established,,,established,established
S&P500,WEC,0000783325,WEC Energy Group,2008-10-31,2008,1896.0,112.0,1,False,False,4931.0,Utilities,index_list_gics,Electric Utilities,established,,,established,established
S&P500,EHC,0000785161,Encompass Health Corp,1997-01-08,1997,1984.0,13.0,1,False,False,8060.0,Health Care,sic4,,established,,,established,established
S&P500,PEG,0000788784,Public Service Enterprise Group,1996-01-02,1996,1903.0,93.0,1,False,False,4931.0,Utilities,index_list_gics,Electric Utilities,founding_member,,,founding_member,founding_member
S&P500,MSFT,0000789019,Microsoft,1996-01-02,1996,1975.0,21.0,1,False,False,7372.0,Information Technology,index_list_gics,Systems Software,founding_member,,,founding_member,founding_member
S&P500,SDS,0000789388,SUNGARD DATA SYSTEMS INC,2002-07-22,2002,1983.0,19.0,1,False,False,7374.0,Information Technology,sic4,,established,,,established,established
S&P500,MGM,0000789570,MGM Resorts,2017-07-26,2017,1986.0,31.0,1,False,False,7011.0,Consumer Discretionary,index_list_gics,Casinos & Gaming,established,,,established,established
S&P500,NC,0000789933,NACCO INDUSTRIES INC,1996-01-02,1996,1913.0,83.0,1,False,False,1221.0,Energy,sic2,,founding_member,,,founding_member,founding_member
S&P500,EMC,0000790070,EMC CORP,1996-03-28,1996,1979.0,17.0,1,False,False,3572.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,SPLS,0000791519,STAPLES INC,1998-10-07,1998,1986.0,12.0,1,False,False,5940.0,Consumer Discretionary,sic2,,genuinely_new_provisional,genuinely_new,https://en.wikipedia.org/wiki/Staples_Inc.,genuinely_new,genuinely_new_verified
S&P500,LLTC,0000791907,LINEAR TECHNOLOGY CORP /CA/,2000-04-03,2000,1981.0,19.0,1,False,False,3674.0,Information Technology,sic4,,established,,,established,established
S&P500,HMA,0000792985,"HEALTH MANAGEMENT ASSOCIATES, INC",2001-11-07,2001,1977.0,24.0,1,False,False,8062.0,Health Care,sic4,,established,,,established,established
S&P500,HOG,0000793952,"HARLEY-DAVIDSON, INC.",2000-01-31,2000,1903.0,97.0,1,False,False,3751.0,Consumer Discretionary,sic4,,established,,,established,established
S&P500,LVLT,0000794323,"Level 3 Parent, LLC",2014-11-05,2014,1985.0,29.0,1,False,False,4813.0,Communication Services,sic3,,established,,,established,established
S&P500,M,0000794367,"Macy's, Inc.",1996-01-02,1996,1929.0,67.0,1,False,False,5311.0,Consumer Discretionary,sic2,,founding_member,,,founding_member,founding_member
S&P500,KBH,0000795266,KB HOME,1996-01-02,1996,1957.0,39.0,1,False,False,1531.0,Consumer Discretionary,sic4,,founding_member,,,founding_member,founding_member
S&P500,ADBE,0000796343,Adobe Inc.,1997-05-06,1997,1982.0,15.0,1,False,False,7372.0,Information Technology,index_list_gics,Application Software,established,,,established,established
S&P500,OXY,0000797468,Occidental Petroleum,1996-01-02,1996,1920.0,76.0,1,False,False,1311.0,Energy,index_list_gics,Oil & Gas Exploration & Production,founding_member,,,founding_member,founding_member
S&P500,FISV,0000798354,Fiserv,2001-04-02,2001,1984.0,17.0,3,True,False,7389.0,Financials,index_list_gics,Transaction & Payment Processing Services,re_entry,,,re_entry,re_entry
S&P500,CSR,0000798359,CENTERSPACE,1996-01-02,1996,,,1,False,False,6798.0,Real Estate,sic4,,founding_member,,,founding_member,founding_member
S&P500,ODP,0000800240,ODP Corp,1999-06-24,1999,1986.0,13.0,1,False,False,5940.0,Consumer Discretionary,sic2,,established,,,established,established
S&P500,HAR,0000800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,2006-02-01,2006,1980.0,26.0,1,False,False,3651.0,Consumer Discretionary,sic4,,established,,,established,established
S&P500,JOY,0000801898,JOY GLOBAL INC,2011-02-28,2011,1884.0,127.0,1,False,False,3532.0,Industrials,sic2,,established,,,established,established
S&P500,SGID,0000802301,"Graphics Properties Holdings, Inc.",1996-01-02,1996,1981.0,15.0,1,False,False,3571.0,Information Technology,sic4,,founding_member,,,founding_member,founding_member
S&P500,CMVT,0000803014,COMVERSE TECHNOLOGY INC/NY/,1999-10-27,1999,,,1,False,False,3661.0,Information Technology,sic4,,unknown_age,,,unknown_age,unknown_age
S&P500,ARG,0000804212,AIRGAS INC,2009-09-09,2009,1982.0,27.0,1,False,False,5084.0,Industrials,sic2,,established,,,established,established
S&P500,QCOM,0000804328,Qualcomm,1999-07-22,1999,1985.0,14.0,1,False,False,3663.0,Information Technology,index_list_gics,Semiconductors,established,,,established,established
S&P500,CERN,0000804753,CERNER Corp,2010-04-30,2010,1979.0,31.0,1,False,False,7373.0,Information Technology,sic4,,established,,,established,established
S&P500,LEHMQ,0000806085,LEHMAN BROTHERS HOLDINGS INC. PLAN TRUST,1998-01-12,1998,1850.0,148.0,1,False,False,6211.0,Financials,sic2,,established,,,established,established
S&P500,BHGE,0000808362,Baker Hughes Holdings LLC,1996-01-02,1996,1907.0,89.0,1,False,False,3533.0,Industrials,sic2,,founding_member,,,founding_member,founding_member
S&P500,CMS,0000811156,CMS Energy,1999-05-03,1999,1886.0,113.0,1,False,False,4931.0,Utilities,index_list_gics,Multi-Utilities,established,,,established,established
S&P500,UST,0000811669,UST INC,1996-01-02,1996,1822.0,174.0,1,False,False,2100.0,Consumer Staples,sic2,,founding_member,,,founding_member,founding_member
S&P500,SOV,0000811830,"Santander Holdings USA, Inc.",2004-07-01,2004,,,1,False,False,6021.0,Financials,sic2,,unknown_age,,,unknown_age,unknown_age
S&P500,OI,0000812074,"O-I Glass, Inc. /DE/",1997-08-04,1997,1903.0,94.0,2,True,False,3221.0,Materials,sic2,,re_entry,,,re_entry,re_entry
S&P500,CDNS,0000813672,Cadence Design Systems,2017-09-18,2017,1988.0,29.0,1,False,False,7372.0,Information Technology,index_list_gics,Application Software,established,,,established,established
S&P500,CBS,0000813828,Paramount Global,1996-01-02,1996,1927.0,69.0,3,True,False,4833.0,Communication Services,sic3,,founding_member,,,founding_member,founding_member
S&P500,NWL,0000814453,NEWELL BRANDS INC.,1996-01-02,1996,1903.0,93.0,1,False,False,3089.0,Materials,sic2,,founding_member,,,founding_member,founding_member
S&P500,FICO,0000814547,Fair Isaac,2023-03-20,2023,1956.0,67.0,1,False,False,7389.0,Information Technology,index_list_gics,Application Software,established,,,established,established
S&P500,MBI,0000814585,MBIA INC,1996-12-03,1996,1973.0,23.0,1,False,False,6351.0,Financials,sic2,,founding_member,,,founding_member,founding_member
S&P500,ABMD,0000815094,ABIOMED INC,2018-05-31,2018,1981.0,37.0,1,False,False,3841.0,Health Care,sic4,,established,,,established,established
S&P500,CCL,0000815097,Carnival Corporation,1998-12-22,1998,1972.0,26.0,1,False,False,4400.0,Consumer Discretionary,index_list_gics,"Hotels, Resorts & Cruise Lines",established,,,established,established
S&P500,FAST,0000815556,Fastenal,2008-09-15,2008,1967.0,41.0,1,False,False,5200.0,Industrials,index_list_gics,Trading Companies & Distributors,established,,,established,established
S&P500,CELG,0000816284,CELGENE CORP /DE/,2006-11-06,2006,1986.0,20.0,1,False,False,2834.0,Health Care,sic4,,established,,,established,established
S&P500,TDC,0000816761,TERADATA CORP /DE/,2007-10-01,2007,1979.0,28.0,1,False,False,7372.0,Information Technology,sic4,,established,,,established,established
S&P500,ACAS,0000817473,"AMERICAN CAPITAL, LTD",2007-07-09,2007,1986.0,21.0,1,False,False,,,,,established,,,established,established
S&P500,XRAY,0000818479,DENTSPLY SIRONA Inc.,2008-11-14,2008,1889.0,119.0,1,False,False,3843.0,Health Care,sic4,,established,,,established,established
